cycle_index,Capacity,IR,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,RUL_cycles,cell_id,EoL
0,2.0388488082175047,,24.548886249009854,-0.01577413380811582,,1.013172380074087,315,B0006_A00,False
1,2.037929504221604,,31.849506492415557,1.83974839669673,,1.0106086370642389,314,B0006_A00,False
2,2.027387925180472,,26.038926400929572,0.25934169855732353,,1.0091057354910464,313,B0006_A00,False
3,2.0236290780166852,,30.89685028479428,1.576748662348052,,1.0059411940183574,312,B0006_A00,False
4,2.017171174344158,,27.07601797480495,0.5567433002026956,,1.0025249907183458,311,B0006_A00,False
5,2.012874939366014,,29.81400230001801,1.2988795851948194,,1.0004097941833419,310,B0006_A00,False
6,2.01362955498606,,28.123439699521015,0.8256390822006456,,1.000212549930178,309,B0006_A00,False
7,2.0127050898615737,,32.14714032988719,1.8350917121004593,,0.9990594165246912,308,B0006_A00,False
8,2.005977452708534,,32.079324119354,1.865523612122107,,0.9963754311580675,307,B0006_A00,False
9,2.0091188337681682,,32.055233994641114,1.7884619328003195,,0.9966583568350926,306,B0006_A00,False
10,2.0154991471072092,,32.099405410687794,1.9096584043091627,,0.9995406553678825,305,B0006_A00,False
11,2.0141303667413424,,32.00594823086616,1.7865571011249965,,1.0014553579106162,304,B0006_A00,False
12,2.0133929249112876,,32.201810906651076,1.9750351170834322,,1.001046481745856,303,B0006_A00,False
13,1.995792799314856,,25.63244017684468,0.1987147053394346,,0.9898336504621252,302,B0006_A00,False
14,1.9705929187517912,,32.14183052998715,1.9787137706763709,,0.979126534231081,301,B0006_A00,False
15,1.9670456242078462,,25.24188263252365,0.10777984304680355,,0.9791561496787309,300,B0006_A00,False
16,1.9678007468366092,,31.38881762727784,1.790463449869705,,0.9793075387662318,299,B0006_A00,False
17,1.9626624673497923,,26.304036339084224,0.38881910009679516,,0.9768019149769152,298,B0006_A00,False
18,1.954770075067166,,30.319827916257616,1.5018576531699845,,0.9748566817771849,297,B0006_A00,False
19,1.9482103174536622,,27.192339115601268,0.6558703205723615,,0.9704874403802306,296,B0006_A00,False
20,1.9427080045130962,,29.206233051234882,1.209473864758813,,0.9669439824425918,295,B0006_A00,False
21,1.9391449910046639,,24.946820114781417,-0.007143533804656984,,0.9644847260574967,294,B0006_A00,False
22,1.936978866495509,,28.993738163874635,1.074126888617114,,0.962116837338761,293,B0006_A00,False
23,1.9307918796256587,,32.26280740238783,0.7784397079871057,,0.9595641584009532,292,B0006_A00,False
24,1.9263425310678195,,32.264323996947766,1.3549116952001388,,0.9561755894573989,291,B0006_A00,False
25,1.9187806058289485,,32.11848653980154,1.8029501466468967,,0.9524743980964151,290,B0006_A00,False
26,1.9165330605043998,,32.10519197562413,1.9651958226485848,,0.9490916153736748,289,B0006_A00,False
27,1.913816559410567,,25.61694325760596,0.24363604075841663,,0.9462332665200246,288,B0006_A00,False
28,1.9047325476678287,,31.65815983490343,1.934513563762705,,0.9442055830717424,287,B0006_A00,False
29,1.8949312821739672,,24.769653838134168,0.054243959528208034,,0.9407696892044818,286,B0006_A00,False
30,1.890866171848328,,31.19974798022195,1.8151388970699396,,0.9381870592755637,285,B0006_A00,False
31,1.8851744030659845,,25.896796294416593,0.3252884778014063,,0.9345185765221755,284,B0006_A00,False
32,1.8801466577568997,,30.173224890520412,1.5261960585525718,,0.929953847006893,283,B0006_A00,False
33,1.8723019225216433,,26.865637127460353,0.6151878928717737,,0.9275022069870853,282,B0006_A00,False
34,1.86807944636343,,31.94439688585649,1.9100126159260313,,0.9257002080749654,281,B0006_A00,False
