cycle_index,Capacity,IR,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,RUL_cycles,cell_id,EoL
0,1.8616164167423273,,23.80429680516546,-0.004739766658662262,,1.0115185355017744,276,B0018_E05,False
1,1.855151473226954,,31.637110886257542,1.9263377978567613,,1.0083873695716459,275,B0018_E05,False
2,1.849552857529699,,25.05085467551541,0.15927950805559393,,1.0052605225253521,274,B0018_E05,False
3,1.844502265948359,,31.14347630759737,1.7640647402204304,,1.0021847839764915,273,B0018_E05,False
4,1.8422051005377373,,25.192986580202483,0.317217587526182,,1.001030318382056,272,B0018_E05,False
5,1.8401153541780244,,29.93618681826041,1.6062618445136092,,0.9999983579088799,271,B0018_E05,False
6,1.8361510355034998,,25.27718090442647,0.47665455009094976,,0.9980462165013668,270,B0018_E05,False
7,1.8322125578462758,,28.802294662044154,1.4442330608528045,,0.9955993478886169,269,B0018_E05,False
8,1.831450442035969,,26.48176552889467,0.6344709765857103,,0.9953316964197201,268,B0018_E05,False
9,1.8326781103423966,,29.300748720319348,1.2834062953118068,,0.9959798419146471,267,B0018_E05,False
10,1.8316674392214216,,27.617322200797727,0.7963166348955699,,0.9956139470763881,266,B0018_E05,False
11,1.8294686922119634,,28.8571495701379,1.1266641272985785,,0.9945590666388322,265,B0018_E05,False
12,1.82696568013183,,28.063801059662904,0.9605204850111987,,0.9928842890990308,264,B0018_E05,False
13,1.8240318814054037,,27.909481914951403,0.9667912077452778,,0.990968728524085,263,B0018_E05,False
14,1.8207398644965136,,28.30472867590395,1.1187177064961282,,0.9893680667787206,262,B0018_E05,False
15,1.8179010640933273,,26.943163330486936,0.8102071295576756,,0.9878753449869552,261,B0018_E05,False
16,1.814364871193398,,28.6069067558631,1.282832640399573,,0.9857814846256135,260,B0018_E05,False
17,1.808813095826497,,26.141338963884873,0.6484632184381713,,0.9830128882326596,259,B0018_E05,False
18,1.8076287264268855,,29.049215246062253,1.441166567383328,,0.9824011669148183,258,B0018_E05,False
19,1.8161751034394695,,25.44638735499895,0.49173114985405847,,0.9873228898850073,257,B0018_E05,False
20,1.8223117045446615,,29.79646010416093,1.6049671382801423,,0.9904587401747367,256,B0018_E05,False
21,1.8167065159565197,,25.371886192718712,0.3336732934493361,,0.9874370064835282,255,B0018_E05,False
22,1.8119500952773677,,30.66897900854486,1.7634212771122142,,0.9846533107465043,254,B0018_E05,False
23,1.8081471821316972,,24.65371769091014,0.17034617152964626,,0.9827608938151963,253,B0018_E05,False
24,1.8045194414283545,,31.03474417808952,1.921662717722205,,0.9806893372870911,252,B0018_E05,False
25,1.7977888859675213,,23.64183121355384,0.012208984053354039,,0.9770725398402788,251,B0018_E05,False
26,1.7915762571754714,,30.62536776587998,1.940649386409137,,0.9733529064505524,250,B0018_E05,False
27,1.7883532958722357,,23.82683611266308,0.15975739980922832,,0.9713346643331577,249,B0018_E05,False
28,1.7847964193215988,,29.782860492580223,1.78004104380819,,0.9693505992765191,248,B0018_E05,False
29,1.7829960981446364,,24.44565488598607,1.8449404865929262,,0.9685417456588633,247,B0018_E05,False
30,1.78198166009041,,29.44583105977986,1.974652750681101,,0.9677894223354174,246,B0018_E05,False
