cycle_index,Capacity,IR,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,RUL_cycles,cell_id,EoL
0,1.897187244169446,,24.058480550495076,0.003100067352894867,,1.008349601020861,348,B0007_E11,False
1,1.8920269926909288,,32.475647152620695,1.9269179667024439,,1.0056921575669477,347,B0007_E11,False
2,1.8866688835520813,,24.95007814827314,0.13000483957570952,,1.0028677107670925,346,B0007_E11,False
3,1.8813883674739795,,32.06572887689159,1.8014465487658207,,1.0001474283436296,345,B0007_E11,False
4,1.8808326654253515,,25.53296593524543,0.25239043461859223,,0.99989405423195,344,B0007_E11,False
5,1.8807033389802956,,31.48429308668269,1.673930636924494,,0.9999458345064925,343,B0007_E11,False
6,1.8805778200265053,,25.972674308686894,0.3796294448773672,,0.9999313124299826,342,B0007_E11,False
7,1.880375137903649,,30.828498068279536,1.5490774495157114,,1.0001024657522466,341,B0007_E11,False
8,1.8801923359452735,,26.397331602183836,0.5045642234429893,,0.9998150784131785,340,B0007_E11,False
9,1.8793648698228345,,30.185446794059516,1.4226029493696621,,0.9994979998775418,339,B0007_E11,False
10,1.879465053915667,,26.8662224594316,0.6285162997580782,,0.9996205244449381,338,B0007_E11,False
11,1.8802139374513567,,29.705749573177165,1.2997052779330516,,0.9999894393174044,337,B0007_E11,False
12,1.8805592081397913,,27.47691235648152,0.7606625900723006,,0.999962018825337,336,B0007_E11,False
13,1.880112385247133,,29.236176139561486,1.1785689744372514,,0.9996543953748646,335,B0007_E11,False
14,1.879974854583848,,28.076199094640305,0.8878114834717816,,0.9997835937141498,334,B0007_E11,False
15,1.8805712422823189,,28.714248103241342,1.0527245224803463,,1.0001312221927054,333,B0007_E11,False
16,1.8784062636359062,,28.534479723523933,1.0100044115189988,,0.9986378541767781,332,B0007_E11,False
17,1.8722985896661486,,28.169361487062833,0.9229737805805193,,0.9957366024043589,331,B0007_E11,False
18,1.8691046184608888,,29.005660353562963,1.1337309473221029,,0.9942330640949739,330,B0007_E11,False
19,1.8687878454335252,,27.596521400826177,0.8008195711759509,,0.9943024216409565,329,B0007_E11,False
20,1.8686250130737678,,29.42981180048984,1.2606796122117025,,0.9943433608585482,328,B0007_E11,False
21,1.8685067707195793,,26.943254884658558,0.6730048363400817,,0.9942895573449627,327,B0007_E11,False
22,1.867832512170731,,29.879215293332482,1.3829064845604633,,0.993742544480823,326,B0007_E11,False
23,1.86440792246662,,24.3844835011049,0.002667636544458332,,0.9920829771477881,325,B0007_E11,False
24,1.8609962594592162,,26.422325014491616,0.48175889380076997,,0.9904015609819659,324,B0007_E11,False
25,1.8583925110947355,,30.842306114215713,1.5699203602453975,,0.9889466821383839,323,B0007_E11,False
26,1.858796542082849,,25.920647234552213,0.3566086621572158,,0.9886376163048106,322,B0007_E11,False
27,1.8583911117348557,,31.27678672645699,1.6982963168907412,,0.9885933208246667,321,B0007_E11,False
28,1.8586944249887538,,25.22109479098701,0.22872889212960412,,0.988507578804972,320,B0007_E11,False
29,1.8593431193138028,,31.645293570006785,1.8218122495930986,,0.9884655773594778,319,B0007_E11,False
30,1.8596924892643178,,24.62533233605529,0.10503026001928889,,0.988595742742921,318,B0007_E11,False
31,1.8596164637994754,,32.01503939335343,1.9490154088346645,,0.9886257009152299,317,B0007_E11,False
32,1.8591514195650294,,24.188765729898357,0.026398355375377568,,0.9885062653037853,316,B0007_E11,False
33,1.8589683393205578,,31.731836050170767,1.9054020174307114,,0.9883302715460748,315,B0007_E11,False
34,1.8541148142236494,,24.673973112028353,0.1549528095916503,,0.9855847532886689,314,B0007_E11,False
35,1.8484712838058714,,31.19122848695973,1.7783233985721623,,0.9828138694675045,313,B0007_E11,False
36,1.8479113989051963,,25.20373225896832,0.2805362381895569,,0.9826254771237203,312,B0007_E11,False
