cycle_index,Capacity,IR,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,RUL_cycles,cell_id,EoL
0,2.039393627873266,,24.562102973409896,0.007691387324428107,,1.014065010448202,342,B0006_N01,False
1,2.0337338038025887,,32.279073009348394,1.9874788499647265,,1.0113138134376698,341,B0006_N01,False
2,2.029165149179294,,25.205994270206975,0.06555967285172469,,1.0087680375555423,340,B0006_N01,False
3,2.023655472522794,,32.145148854513266,1.9257582988082542,,1.0063733048222405,339,B0006_N01,False
4,2.0188150237877296,,25.469966205145145,0.12574632467242408,,1.0032419750406425,338,B0006_N01,False
5,2.0130488653891545,,31.883415277620532,1.8688049298615053,,1.0003353941071766,337,B0006_N01,False
6,2.0132322199552424,,25.67870009800955,0.18489621522964625,,1.0002124636505054,336,B0006_N01,False
7,2.0124784728787146,,31.607747630143315,1.8103522103554055,,1.0003330292625034,335,B0006_N01,False
8,2.006139627667911,,31.961459295747165,1.714124402675125,,0.9976792198530468,334,B0006_N01,False
9,2.001431588091811,,32.18949991458069,1.968981958803753,,0.9942942668052329,333,B0006_N01,False
10,2.0061740780407655,,32.056305015011304,1.7098592618596653,,0.9967200442633214,332,B0006_N01,False
11,2.0134673079682743,,32.185912031293455,1.9532260219736608,,0.9996958748352047,331,B0006_N01,False
12,2.013013098478812,,32.030854429341474,1.7446392800413866,,0.99994084808752,330,B0006_N01,False
13,2.0125165191433787,,32.227727857756086,1.9475864029394778,,0.9997487936483193,329,B0006_N01,False
14,1.9959404353955341,,26.47665691924856,0.4114805706623744,,0.9912100623063159,328,B0006_N01,False
15,1.9728290846166823,,30.66994057350993,1.568262762771981,,0.9804511513869294,327,B0006_N01,False
16,1.9696224139246878,,26.637770258029658,0.47211062782224716,,0.9778950386111571,326,B0006_N01,False
17,1.969254585405815,,30.384524784012182,1.51206611973835,,0.9778000809031115,325,B0006_N01,False
18,1.9643244863036533,,26.78401412531299,0.5307860710426011,,0.975820309693969,324,B0006_N01,False
19,1.959166441310066,,30.136416441196687,1.4535977506556976,,0.973163418510588,323,B0006_N01,False
20,1.9542908411698274,,26.93166324916202,0.5925357103392239,,0.9702023805866238,322,B0006_N01,False
