cycle_index,Capacity,IR,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,RUL_cycles,cell_id,EoL
0,1.8629947383499528,,23.752584018831232,0.00512492572400187,,1.01078568358317,250,B0018_A03,False
1,1.855976675844433,,31.445450027550727,1.8897452523137803,,1.0078856652350365,249,B0018_A03,False
2,1.849301898799384,,25.268862430898363,0.23795612233444755,,1.004651935514037,248,B0018_A03,False
3,1.8422065251896693,,30.515942504875124,1.64060972441543,,1.0016028360567406,247,B0018_A03,False
4,1.8401558489635936,,25.6213396826853,0.47569200774545056,,1.00052306186272,246,B0018_A03,False
5,1.8360387092152413,,28.9395577199383,1.3957564612236966,,0.9988065270017162,245,B0018_A03,False
6,1.83252103235643,,26.026302182767132,0.7067449248225477,,0.9959362606484627,244,B0018_A03,False
7,1.8286338688930688,,28.175356208600427,1.1648934692002555,,0.9948245987841094,243,B0018_A03,False
8,1.8305471391850434,,28.051318127751102,0.9712317286934237,,0.9962165425769748,242,B0018_A03,False
9,1.8294409920073051,,28.121325889542646,0.9219518285688331,,0.9951553310190762,241,B0018_A03,False
10,1.8309592799748802,,29.20362219722857,1.2031930178497972,,0.9941630819477345,240,B0018_A03,False
11,1.8282354814346167,,27.071088777217412,0.6825513834854238,,0.9923515992266788,239,B0018_A03,False
12,1.8246998208797343,,29.766453304794663,1.4595383128491801,,0.9909334387662322,238,B0018_A03,False
13,1.8205612742360222,,25.731346270773336,0.4465735339025604,,0.9884199268083218,237,B0018_A03,False
14,1.8186596292084563,,30.22784783959846,1.6978468100958473,,0.9866706001626192,236,B0018_A03,False
15,1.8129134607797341,,24.546876494029817,0.202658922717106,,0.9839177644796591,235,B0018_A03,False
16,1.805766778633867,,30.970381238092155,1.9228938241376758,,0.9801271930217793,234,B0018_A03,False
17,1.8159130508043482,,23.798924121669383,0.03660701742543064,,0.9861830171846012,233,B0018_A03,False
18,1.8242474245631937,,30.668181621303738,1.8316502661843646,,0.9911782705690221,232,B0018_A03,False
19,1.816035135631837,,25.165064671990134,0.25796971546821446,,0.9881599631531541,231,B0018_A03,False
20,1.8093971876876562,,29.961269994520656,1.5888089332794804,,0.9855077974058202,230,B0018_A03,False
21,1.807615758165843,,25.83600695880558,0.5082405297710175,,0.9827905644326387,229,B0018_A03,False
22,1.802189870078685,,28.782877037043807,1.3562171799082567,,0.9803104195146675,228,B0018_A03,False
23,1.795949039715761,,26.281401005688284,0.7646631548520837,,0.9760896681984389,227,B0018_A03,False
24,1.7880738898591177,,27.460918676835806,1.122014539954517,,0.9722660767341887,226,B0018_A03,False
25,1.785812961073209,,26.940782613018257,0.9971863728261561,,0.970571714095921,225,B0018_A03,False
26,1.7805146145082076,,26.48968771922597,1.8953737016839929,,0.9682275106257784,224,B0018_A03,False
27,1.777439073100524,,28.014104649819746,1.9279453265062783,,0.9678618746655892,223,B0018_A03,False
28,1.7723696422671336,,26.182336547116332,0.6476699829991301,,0.9660124005334222,222,B0018_A03,False
29,1.768628185823876,,29.531518837967287,1.4706815753047857,,0.9641042338229178,221,B0018_A03,False
30,1.7674355191100632,,25.694023742024264,0.392234923865884,,0.9623133071074158,220,B0018_A03,False
31,1.7653899230404622,,30.59334436314977,1.7206899829316449,,0.9615072914126069,219,B0018_A03,False
32,1.7564610768415743,,24.50588158388686,0.17082017353716006,,0.9576599902197932,218,B0018_A03,False
33,1.7511865518424836,,30.980732345111857,1.9812133356007284,,0.9535457447779656,217,B0018_A03,False
34,1.7481604873198482,,23.604094201210952,0.10175311090158212,,0.9516141093931182,216,B0018_A03,False
35,1.745151960096118,,29.797961032502165,1.8232395533126184,,0.9493156163299815,215,B0018_A03,False
36,1.7410593324097807,,23.983461902702786,0.3381623430536657,,0.9469465309386514,214,B0018_A03,False
37,1.7348103074837515,,28.599642330479952,1.569718436894691,,0.9447589800513109,213,B0018_A03,False
38,1.7315257865880034,,24.780424365854543,0.5611063926334369,,0.9431814148906681,212,B0018_A03,False
39,1.725013888231851,,27.651981627265748,1.328870583613989,,0.9398210788488783,211,B0018_A03,False
40,1.7120548856731352,,25.75798880523529,0.8248900419371155,,0.9329654969596647,210,B0018_A03,False
41,1.7051435775443968,,26.774360952852728,1.110382390974583,,0.9304117592098206,209,B0018_A03,False
42,1.7075314348897617,,26.549915718506877,1.0716140160579697,,0.9307479237815017,208,B0018_A03,False
43,1.7085696175430665,,25.71901358591383,0.8750456414294712,,0.9300574353755928,207,B0018_A03,False
44,1.706610536253325,,27.367121807893703,1.3147914476800417,,0.9288577305932116,206,B0018_A03,False
45,1.7216313590747319,,24.741649362884626,0.62856259082906,,0.9362432281848695,205,B0018_A03,False
46,1.7454372856099896,,28.250190984661565,1.5459489727743598,,0.9376914537433839,204,B0018_A03,False
47,1.744211884794377,,24.510715487002912,0.37111892063942414,,0.940011229801151,203,B0018_A03,False
48,1.7364000098823789,,30.003289263187515,1.7644657133601198,,0.9426616270186695,202,B0018_A03,False
49,1.728419120388352,,24.378656305714927,0.11801126637582489,,0.9394260933690367,201,B0018_A03,False
50,1.7219429341492065,,31.420588094115864,2.0039600511773865,,0.9369188247190252,200,B0018_A03,False
51,1.7143675397028335,,24.41396816433512,0.11108943754572069,,0.9333390023402055,199,B0018_A03,False
52,1.7086866822036753,,30.514175949038087,1.763132698839841,,0.9306353228947887,198,B0018_A03,False
53,1.6993000148581698,,25.150285780820056,0.36985024985816006,,0.9272562193815562,197,B0018_A03,False
54,1.6954295641789379,,29.277616369487934,1.528185719761848,,0.9241200664908654,196,B0018_A03,False
55,1.6942710525361566,,25.827833881876398,0.6063023470830456,,0.9221917257072352,195,B0018_A03,False
56,1.6890224496570205,,28.36967321942165,1.2827454853457791,,0.9196709311521127,194,B0018_A03,False
57,1.6833660353026687,,26.71375844750336,0.8487240286826854,,0.916095675345678,193,B0018_A03,False
58,1.6802173489639884,,27.594036517336498,1.053001956705167,,0.9137193357765022,192,B0018_A03,False
59,1.6781431480566233,,27.940970517678814,1.08599328838219,,0.9126536712845971,191,B0018_A03,False
60,1.671781976107023,,27.066579286858346,0.8086969208216936,,0.9099390737896531,190,B0018_A03,False
61,1.6659036613615494,,29.029971091060702,1.3094989403947757,,0.9061774329400613,189,B0018_A03,False
62,1.662376762056386,,26.119304448671265,0.5556051013808543,,0.9032469639469771,188,B0018_A03,False
63,1.6560330102952983,,29.712423219120534,1.554035855200513,,0.9008312066390872,187,B0018_A03,False
64,1.6506007947337427,,24.812542668881353,0.30333000621039835,,0.8986113436851222,186,B0018_A03,False
65,1.6468753232735331,,30.333757506027332,1.7844865820387823,,0.8957684895632043,185,B0018_A03,False
66,1.6428649595751392,,23.605931048440823,0.05629907901560797,,0.892769456693126,184,B0018_A03,False
67,1.6379852514372473,,30.629964746607932,1.9365162817285462,,0.8901046946942568,183,B0018_A03,False
68,1.6322864128991301,,23.842560929220113,0.14819560577324545,,0.8871283082729965,182,B0018_A03,False
69,1.6260459405360943,,29.8625478046283,1.7171932083597268,,0.8843797472604612,181,B0018_A03,False
70,1.62289760344794,,25.05869098973274,0.4033193516966811,,0.8826913481477897,180,B0018_A03,False
71,1.6170946675079554,,29.332986978141115,1.4945792353346696,,0.8809847870406274,179,B0018_A03,False
72,1.6134086756373487,,26.257472939809556,0.6499536312128255,,0.8781956408916894,178,B0018_A03,False
73,1.6245190655549424,,28.200589759335124,1.2647346084609596,,0.8831229320836091,177,B0018_A03,False
74,1.658846287109333,,26.450600150755196,0.9138597588313335,,0.8845595416682073,176,B0018_A03,False
75,1.6704485112958378,,27.108136574773166,1.0300906419952414,,0.8834009967328832,175,B0018_A03,False
76,1.6548121200600654,,27.6466335239123,1.1488659650539046,,0.8795119863035009,174,B0018_A03,False
77,1.644334361086886,,26.151101098463414,0.7768862363583059,,0.8783647775933081,173,B0018_A03,False
78,1.6339014815654254,,28.300947251080224,1.375729540036403,,0.879430717780965,172,B0018_A03,False
79,1.625921031146645,,24.956835732510257,0.5305653993868339,,0.8842585033884112,171,B0018_A03,False
80,1.615967125864604,,28.964253516076298,1.6049094504753127,,0.8793927994747216,170,B0018_A03,False
81,1.609626720585096,,23.84043694284018,0.29027067250338073,,0.876368091987693,169,B0018_A03,False
82,1.6050530262172569,,29.604706306715563,1.853180182410834,,0.8753439635232245,168,B0018_A03,False
83,1.5997775177027138,,22.718644743404727,0.040149687040209624,,0.8714449345345116,167,B0018_A03,False
84,1.5955634090879949,,30.366606359314037,2.0610922764036332,,0.8678546729821478,166,B0018_A03,False
85,1.6420035632943775,,31.6367389687229,3.233987308495821,,0.863142222285678,165,B0018_A03,False
86,1.6868791112014365,,24.259848815855957,0.31847360931378416,,0.8662185422564787,164,B0018_A03,False
87,1.7216092096242062,,28.792207775548626,1.5600640923572981,,0.8700992274252171,163,B0018_A03,False
88,1.7160828730789937,,25.37078612062584,0.5682802259675115,,0.8654132369948824,162,B0018_A03,False
89,1.7116418668328892,,28.110179568043538,1.3225630625110028,,0.8659727159897312,161,B0018_A03,False
90,1.7002662561759032,,26.16851118960914,0.8007939715072212,,0.8704061263569717,160,B0018_A03,False
91,1.6902626040547317,,27.12452935199202,1.0903675151453311,,0.8701187131768673,159,B0018_A03,False
92,1.6821656685698712,,26.984256662716046,1.0435412606147743,,0.8738630022105301,158,B0018_A03,False
93,1.6721627131335397,,26.267569149739774,0.8273382500645546,,0.8708211209290211,157,B0018_A03,False
94,1.6633118964191058,,27.825049978110396,1.2729867689884793,,0.8666667988862735,156,B0018_A03,False
95,1.6631604721971185,,25.836057070273615,0.571036140092139,,0.8701601723910408,155,B0018_A03,False
96,1.6666280048284823,,29.337393553045846,1.4861189265054378,,0.8698870599190894,154,B0018_A03,False
97,1.6598610287174131,,25.138219812363545,0.3361236643373888,,0.8682504737828628,153,B0018_A03,False
98,1.6496694636450107,,30.037357948893646,1.74508464976374,,0.8687507351018806,152,B0018_A03,False
99,1.637325906024433,,24.036561811402255,0.10627305604012428,,0.8710717352243357,151,B0018_A03,False
100,1.6267255193003547,,30.71294281412103,2.0016757325128784,,0.8709209686866307,150,B0018_A03,False
101,1.619536094469052,,23.78061375014973,0.12124714658711687,,0.8798689652053392,149,B0018_A03,False
102,1.6115797099849594,,29.79957942171666,1.769759600705861,,0.8763895790802213,148,B0018_A03,False
103,1.6066520348678148,,24.566629265847975,0.3624201449609654,,0.8748603645063129,147,B0018_A03,False
104,1.6092006148624047,,28.822066837778852,1.5420451441922474,,0.8757617699363663,146,B0018_A03,False
105,1.6345536234095537,,23.22169080545422,0.0015798400867727666,,0.8742453049529251,145,B0018_A03,False
106,1.6586018329522463,,25.892041937644365,0.7382552302639825,,0.8782514132295409,144,B0018_A03,False
107,1.6679646113276623,,27.848163756185567,1.173242788933951,,0.879473017611382,143,B0018_A03,False
